EmployeeId,Attrition,Department,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,TotalWorkingYears,Status,Edutxt,SalaryCategory
1286,0.0,Sales,2,Marketing,Female,2,Sales Executive,Divorced,5715,No,12,3,8,Active,College,5000-9999
1287,1.0,Sales,4,Marketing,Female,2,Sales Executive,Single,6696,No,15,3,9,Inactive,Master,5000-9999
1288,0.0,Research & Development,2,Life Sciences,Female,2,Manufacturing Director,Married,6062,Yes,13,3,8,Active,College,5000-9999
1289,0.0,Research & Development,4,Other,Female,2,Healthcare Representative,Single,6811,Yes,17,3,10,Active,Master,5000-9999
1291,0.0,Research & Development,1,Life Sciences,Male,4,Manager,Married,17861,Yes,13,3,21,Active,Below College,Above 15000
1292,0.0,Sales,1,Medical,Male,1,Sales Representative,Married,2096,No,11,3,7,Active,Below College,Under 5000
1297,1.0,Sales,4,Medical,Male,2,Sales Executive,Divorced,4233,No,17,3,9,Inactive,Master,Under 5000
1299,0.0,Research & Development,3,Medical,Male,2,Manufacturing Director,Single,6032,Yes,15,3,8,Active,Bachelor,5000-9999
1300,0.0,Research & Development,4,Life Sciences,Female,2,Manufacturing Director,Single,5410,Yes,11,3,18,Active,Master,5000-9999
1301,0.0,Research & Development,3,Life Sciences,Male,2,Healthcare Representative,Divorced,6288,No,15,3,13,Active,Bachelor,5000-9999
1302,0.0,Research & Development,4,Life Sciences,Female,1,Research Scientist,Single,2506,No,13,3,7,Active,Master,Under 5000
1303,0.0,Sales,4,Life Sciences,Female,2,Sales Executive,Married,5593,No,13,3,15,Active,Master,5000-9999
1304,0.0,Sales,3,Medical,Female,4,Sales Executive,Divorced,13770,Yes,12,3,28,Active,Bachelor,10000-14999
1305,0.0,Research & Development,4,Technical Degree,Female,5,Manager,Divorced,19943,No,13,3,28,Active,Master,Above 15000
1307,0.0,Human Resources,4,Human Resources,Female,5,Manager,Married,18844,No,21,4,30,Active,Master,Above 15000
1308,1.0,Research & Development,2,Life Sciences,Female,1,Research Scientist,Single,2216,Yes,13,3,10,Inactive,College,Under 5000
1309,1.0,Sales,4,Other,Male,2,Sales Executive,Single,4728,Yes,14,3,5,Inactive,Master,Under 5000
1310,0.0,Research & Development,3,Medical,Female,2,Manufacturing Director,Single,6877,Yes,24,4,12,Active,Bachelor,5000-9999
1311,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Single,2206,No,13,3,10,Active,College,Under 5000
1313,0.0,Sales,2,Medical,Male,1,Sales Representative,Single,2610,No,24,4,3,Active,College,Under 5000
1314,1.0,Research & Development,4,Other,Male,1,Laboratory Technician,Divorced,3743,Yes,24,4,5,Inactive,Master,Under 5000
1315,0.0,Research & Development,4,Life Sciences,Female,1,Laboratory Technician,Married,2213,Yes,13,3,10,Active,Master,Under 5000
1317,0.0,Research & Development,3,Medical,Male,4,Healthcare Representative,Married,11103,No,11,3,30,Active,Bachelor,10000-14999
1319,0.0,Research & Development,2,Life Sciences,Male,5,Research Director,Married,19081,No,11,3,25,Active,College,Above 15000
1320,0.0,Research & Development,2,Medical,Male,2,Laboratory Technician,Married,2741,Yes,15,3,15,Active,College,Under 5000
1321,0.0,Human Resources,2,Medical,Male,2,Human Resources,Divorced,5021,Yes,22,4,16,Active,College,5000-9999
1322,0.0,Sales,4,Marketing,Male,2,Sales Executive,Single,4312,No,14,3,16,Active,Master,Under 5000
1323,0.0,Research & Development,4,Medical,Female,3,Research Director,Single,13499,No,17,3,20,Active,Master,10000-14999
1324,0.0,Research & Development,3,Life Sciences,Female,3,Research Director,Married,11713,No,14,3,10,Active,Bachelor,10000-14999
1325,0.0,Research & Development,3,Medical,Female,2,Research Scientist,Single,4081,Yes,14,3,20,Active,Bachelor,Under 5000
1326,0.0,Sales,3,Marketing,Female,1,Sales Representative,Divorced,2789,No,11,3,2,Active,Bachelor,Under 5000
1327,0.0,Human Resources,3,Human Resources,Male,1,Human Resources,Married,2143,No,13,3,8,Active,Bachelor,Under 5000
1328,0.0,Research & Development,3,Technical Degree,Female,3,Manufacturing Director,Divorced,10252,Yes,21,4,17,Active,Bachelor,10000-14999
1329,0.0,Sales,2,Technical Degree,Male,2,Sales Representative,Single,6632,No,13,3,9,Active,College,5000-9999
1330,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Divorced,2566,Yes,15,3,1,Active,Bachelor,Under 5000
1331,0.0,Research & Development,3,Life Sciences,Male,5,Research Director,Single,19537,No,13,3,23,Active,Bachelor,Above 15000
1332,0.0,Sales,3,Marketing,Female,3,Sales Executive,Married,7525,No,12,3,30,Active,Bachelor,5000-9999
1333,1.0,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Married,9824,No,12,3,12,Inactive,Bachelor,5000-9999
1334,0.0,Research & Development,1,Medical,Female,1,Research Scientist,Single,2559,No,11,3,6,Active,Below College,Under 5000
1335,0.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Married,2099,No,14,3,6,Active,Below College,Under 5000
1336,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Divorced,3816,No,11,3,5,Active,College,Under 5000
1337,0.0,Research & Development,4,Life Sciences,Male,2,Manufacturing Director,Married,5957,No,13,3,13,Active,Master,5000-9999
1339,0.0,Sales,2,Other,Female,2,Sales Executive,Married,4999,No,21,4,4,Active,College,Under 5000
1342,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Divorced,2610,No,11,3,4,Active,Bachelor,Under 5000
1344,0.0,Sales,2,Medical,Male,2,Sales Executive,Single,6151,No,13,3,19,Active,College,5000-9999
1345,0.0,Sales,3,Technical Degree,Female,4,Manager,Married,16872,Yes,12,3,28,Active,Bachelor,Above 15000
1347,0.0,Sales,3,Technical Degree,Female,2,Sales Executive,Single,6577,No,11,3,6,Active,Bachelor,5000-9999
1348,0.0,Research & Development,4,Medical,Male,5,Research Director,Divorced,19627,No,17,3,23,Active,Master,Above 15000
1350,0.0,Research & Development,3,Medical,Female,2,Healthcare Representative,Single,6811,No,19,3,9,Active,Bachelor,5000-9999
1351,0.0,Research & Development,2,Life Sciences,Female,2,Research Scientist,Single,4998,Yes,14,3,10,Active,College,Under 5000
1353,0.0,Sales,3,Life Sciences,Female,3,Manager,Single,13591,Yes,18,3,16,Active,Bachelor,10000-14999
1354,1.0,Sales,1,Technical Degree,Female,1,Sales Representative,Single,2174,Yes,11,3,3,Inactive,Below College,Under 5000
1355,0.0,Research & Development,4,Other,Male,1,Research Scientist,Divorced,2996,No,14,3,10,Active,Master,Under 5000
1356,0.0,Research & Development,4,Life Sciences,Male,1,Laboratory Technician,Married,3688,No,18,3,4,Active,Master,Under 5000
1357,0.0,Sales,4,Marketing,Female,1,Sales Representative,Married,2231,No,18,3,6,Active,Master,Under 5000
1359,1.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Single,2293,No,12,3,1,Inactive,Bachelor,Under 5000
1361,0.0,Research & Development,2,Technical Degree,Male,1,Laboratory Technician,Single,2559,No,11,3,7,Active,College,Under 5000
1362,0.0,Research & Development,2,Medical,Female,2,Manufacturing Director,Divorced,4450,No,11,3,5,Active,College,Under 5000
1363,0.0,Sales,4,Life Sciences,Male,2,Sales Executive,Married,6120,Yes,12,3,8,Active,Master,5000-9999
1368,0.0,Sales,2,Life Sciences,Male,3,Sales Executive,Divorced,10793,No,18,3,13,Active,College,10000-14999
1369,0.0,Sales,1,Life Sciences,Male,2,Sales Executive,Single,5071,No,20,4,8,Active,Below College,5000-9999
1370,0.0,Sales,3,Marketing,Male,3,Sales Executive,Divorced,10761,Yes,12,3,18,Active,Bachelor,10000-14999
1371,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Married,2794,No,20,4,5,Active,Bachelor,Under 5000
1372,0.0,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Single,7260,No,11,3,37,Active,Bachelor,5000-9999
1373,0.0,Research & Development,4,Medical,Male,2,Manufacturing Director,Married,6132,No,17,3,10,Active,Master,5000-9999
1374,0.0,Research & Development,3,Medical,Male,4,Research Director,Married,17639,No,16,3,30,Active,Bachelor,Above 15000
1375,0.0,Research & Development,3,Medical,Female,3,Manufacturing Director,Divorced,7655,No,17,3,10,Active,Bachelor,5000-9999
1376,1.0,Research & Development,4,Medical,Female,2,Research Scientist,Single,4508,No,22,4,14,Inactive,Master,Under 5000
1377,1.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Single,2404,Yes,20,4,3,Inactive,Bachelor,Under 5000
1378,0.0,Research & Development,2,Medical,Female,2,Manufacturing Director,Single,5003,No,14,3,8,Active,College,5000-9999
1379,1.0,Research & Development,4,Medical,Male,2,Research Scientist,Married,4941,No,15,3,11,Inactive,Master,Under 5000
1380,1.0,Research & Development,4,Life Sciences,Male,1,Research Scientist,Married,2853,Yes,11,3,1,Inactive,Master,Under 5000
1382,0.0,Research & Development,4,Medical,Male,1,Laboratory Technician,Married,3196,No,12,3,6,Active,Master,Under 5000
1384,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Single,2045,No,13,3,5,Active,Master,Under 5000
1385,0.0,Sales,1,Medical,Male,2,Sales Representative,Single,2976,No,19,3,5,Active,Below College,Under 5000
1387,0.0,Research & Development,3,Medical,Male,2,Laboratory Technician,Married,2042,No,12,3,17,Active,Bachelor,Under 5000
1389,0.0,Research & Development,3,Medical,Female,1,Research Scientist,Married,2756,No,13,3,8,Active,Bachelor,Under 5000
1391,0.0,Research & Development,3,Life Sciences,Male,3,Manufacturing Director,Divorced,10274,No,18,3,15,Active,Bachelor,10000-14999
1394,0.0,Research & Development,4,Other,Male,3,Research Director,Married,13245,Yes,14,3,17,Active,Master,10000-14999
1395,0.0,Research & Development,4,Medical,Female,3,Healthcare Representative,Divorced,10388,Yes,11,3,16,Active,Master,10000-14999
1396,0.0,Research & Development,3,Medical,Female,3,Manager,Single,11631,No,12,3,14,Active,Bachelor,10000-14999
1398,0.0,Sales,1,Medical,Female,2,Sales Executive,Married,4162,Yes,12,3,5,Active,Below College,Under 5000
1400,1.0,Sales,4,Marketing,Male,2,Sales Executive,Single,5828,Yes,12,3,8,Inactive,Master,5000-9999
1401,0.0,Sales,1,Marketing,Male,2,Sales Executive,Married,4078,Yes,13,3,4,Active,Below College,Under 5000
1402,0.0,Research & Development,2,Medical,Female,1,Research Scientist,Divorced,2645,No,12,3,6,Active,College,Under 5000
1403,0.0,Research & Development,2,Medical,Male,1,Laboratory Technician,Divorced,2661,No,11,3,3,Active,College,Under 5000
1404,0.0,Research & Development,3,Other,Female,2,Healthcare Representative,Single,4107,No,15,3,8,Active,Bachelor,Under 5000
1405,0.0,Research & Development,3,Life Sciences,Female,2,Manufacturing Director,Married,6162,No,12,3,14,Active,Bachelor,5000-9999
1406,0.0,Human Resources,3,Human Resources,Male,2,Human Resources,Married,6410,No,12,3,9,Active,Bachelor,5000-9999
1410,0.0,Research & Development,2,Life Sciences,Male,2,Healthcare Representative,Divorced,4000,No,12,3,6,Active,College,Under 5000
1411,0.0,Sales,2,Medical,Female,2,Sales Executive,Divorced,5209,Yes,12,3,11,Active,College,5000-9999
1414,1.0,Research & Development,3,Medical,Male,1,Laboratory Technician,Divorced,2596,No,15,3,1,Inactive,Bachelor,Under 5000
1416,0.0,Research & Development,3,Technical Degree,Male,3,Manufacturing Director,Married,10903,No,16,3,16,Active,Bachelor,10000-14999
1418,0.0,Research & Development,3,Life Sciences,Male,3,Healthcare Representative,Divorced,7119,No,15,3,9,Active,Bachelor,5000-9999
1419,0.0,Sales,3,Marketing,Female,2,Sales Executive,Divorced,6118,No,13,3,10,Active,Bachelor,5000-9999
1420,0.0,Research & Development,3,Life Sciences,Male,1,Laboratory Technician,Divorced,2694,No,11,3,1,Active,Bachelor,Under 5000
1421,0.0,Research & Development,2,Life Sciences,Male,2,Laboratory Technician,Married,4447,No,12,3,9,Active,College,Under 5000
1422,0.0,Sales,3,Life Sciences,Male,2,Sales Executive,Married,8639,No,18,3,6,Active,Bachelor,5000-9999
1423,0.0,Research & Development,3,Medical,Male,1,Research Scientist,Single,2859,No,18,3,6,Active,Bachelor,Under 5000
1424,0.0,Research & Development,4,Medical,Male,1,Research Scientist,Married,2259,No,17,3,13,Active,Master,Under 5000
1426,0.0,Research & Development,3,Other,Female,5,Manager,Divorced,19094,No,11,3,26,Active,Bachelor,Above 15000
1427,0.0,Sales,4,Life Sciences,Male,1,Sales Representative,Married,2329,No,15,3,13,Active,Master,Under 5000
1429,0.0,Research & Development,4,Life Sciences,Male,1,Research Scientist,Divorced,2372,No,12,3,2,Active,Master,Under 5000
1431,1.0,Sales,3,Life Sciences,Female,1,Sales Representative,Single,2785,No,14,3,3,Inactive,Bachelor,Under 5000
1432,0.0,Sales,5,Life Sciences,Male,3,Sales Executive,Single,7880,No,18,3,9,Active,Doctor,5000-9999
1433,0.0,Research & Development,4,Life Sciences,Male,3,Research Director,Married,12490,No,16,3,16,Active,Master,10000-14999
1434,0.0,Sales,3,Marketing,Female,2,Sales Executive,Divorced,4103,No,17,3,10,Active,Bachelor,Under 5000
1435,0.0,Research & Development,3,Life Sciences,Female,1,Research Scientist,Divorced,3291,No,14,3,8,Active,Bachelor,Under 5000
1436,1.0,Research & Development,1,Life Sciences,Male,1,Laboratory Technician,Divorced,2380,Yes,14,3,3,Inactive,Below College,Under 5000
1438,0.0,Research & Development,1,Life Sciences,Male,2,Research Scientist,Married,5130,No,23,4,10,Active,Below College,5000-9999
1439,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Married,2723,No,11,3,1,Active,Bachelor,Under 5000
1440,0.0,Research & Development,2,Other,Male,1,Laboratory Technician,Married,2127,No,21,4,1,Active,College,Under 5000
1441,1.0,Research & Development,3,Medical,Male,1,Research Scientist,Single,3904,No,13,3,6,Inactive,Bachelor,Under 5000
1442,0.0,Research & Development,3,Life Sciences,Female,1,Laboratory Technician,Single,3212,No,15,3,6,Active,Bachelor,Under 5000
1443,0.0,Research & Development,4,Life Sciences,Male,2,Research Scientist,Single,6646,No,13,3,17,Active,Master,5000-9999
1445,1.0,Sales,3,Marketing,Female,5,Manager,Single,18824,Yes,16,3,26,Inactive,Bachelor,Above 15000
1446,0.0,Research & Development,2,Life Sciences,Female,3,Research Director,Married,11416,Yes,12,3,9,Active,College,10000-14999
1447,1.0,Sales,2,Medical,Male,2,Sales Executive,Single,4969,No,18,3,7,Inactive,College,Under 5000
1450,0.0,Research & Development,2,Medical,Female,1,Research Scientist,Single,2311,No,15,3,9,Active,College,Under 5000
1451,0.0,Research & Development,2,Medical,Female,1,Laboratory Technician,Single,2838,No,14,3,8,Active,College,Under 5000
1452,0.0,Sales,2,Medical,Female,2,Sales Executive,Divorced,5605,Yes,24,4,8,Active,College,5000-9999
1453,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Married,2559,Yes,13,3,8,Active,College,Under 5000
1454,0.0,Research & Development,2,Life Sciences,Female,2,Research Scientist,Divorced,4556,No,11,3,19,Active,College,Under 5000
1455,0.0,Research & Development,4,Life Sciences,Female,2,Healthcare Representative,Single,7625,No,13,3,10,Active,Master,5000-9999
1456,1.0,Sales,4,Marketing,Male,3,Sales Executive,Single,9094,Yes,12,3,9,Inactive,Master,5000-9999
1457,0.0,Research & Development,2,Medical,Male,2,Manufacturing Director,Married,4325,No,15,3,5,Active,College,Under 5000
1458,1.0,Research & Development,1,Medical,Male,1,Research Scientist,Single,2389,Yes,13,3,4,Inactive,Below College,Under 5000
1459,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Divorced,2517,No,11,3,5,Active,College,Under 5000
1460,0.0,Research & Development,4,Technical Degree,Female,3,Research Director,Married,13549,No,12,3,16,Active,Master,10000-14999
1461,0.0,Research & Development,4,Medical,Male,4,Manager,Single,16885,No,22,4,27,Active,Master,Above 15000
1462,0.0,Research & Development,3,Life Sciences,Male,1,Research Scientist,Single,3420,No,13,3,6,Active,Bachelor,Under 5000
1464,0.0,Sales,1,Medical,Female,2,Sales Executive,Single,8381,No,20,4,18,Active,Below College,5000-9999
1465,1.0,Research & Development,2,Technical Degree,Male,3,Healthcare Representative,Single,8722,No,12,3,10,Inactive,College,5000-9999
1466,0.0,Research & Development,3,Life Sciences,Female,3,Manufacturing Director,Single,7861,Yes,14,3,10,Active,Bachelor,5000-9999
1468,1.0,Research & Development,1,Life Sciences,Female,1,Laboratory Technician,Married,2515,Yes,11,3,1,Inactive,Below College,Under 5000
1469,0.0,Research & Development,2,Life Sciences,Male,1,Research Scientist,Divorced,3544,No,16,3,6,Active,College,Under 5000
1470,1.0,Sales,1,Technical Degree,Female,1,Sales Representative,Single,2325,No,21,4,1,Inactive,Below College,Under 5000
